,train_loss,train_acc,valid_loss,valid_acc,epoch,learning_rate,training_time
0,2.3261371243199465,0.14616259957011,2.3261371243199465,0.14616259957011,1,0.012,48.97335934638977
1,2.262761703886167,0.1389556201795423,2.262761703886167,0.1389556201795423,2,0.012,98.46310710906982
2,2.2530374269907814,0.17827791124035908,2.2530374269907814,0.17827791124035908,3,0.012,148.20605659484863
3,2.2021185579022977,0.1711973700847136,2.2021185579022977,0.1711973700847136,4,0.012,197.6973762512207
4,2.243090836079897,0.17385257301808066,2.243090836079897,0.17385257301808066,5,0.012,247.90367650985718
5,2.1766030383832526,0.17132380831963587,2.1766030383832526,0.17132380831963587,6,0.012,298.5163128376007
6,2.1562403057560777,0.1820710582880263,2.1562403057560777,0.1820710582880263,7,0.012,349.4318232536316
7,2.1725012212088615,0.19774939941838413,2.1725012212088615,0.19774939941838413,8,0.012,400.6168122291565
8,2.1415423476936843,0.21014034644076368,2.1415423476936843,0.21014034644076368,9,0.012,451.8616054058075
9,2.1079980302940715,0.22164622581868756,2.1079980302940715,0.22164622581868756,10,0.012,503.2024598121643
10,2.1957252105296123,0.2470603110380579,2.1957252105296123,0.2470603110380579,11,0.012,554.466322183609
11,2.0882899677512623,0.2239221140472879,2.0882899677512623,0.2239221140472879,12,0.012,605.6880888938904
12,2.0450320768837975,0.24212921987609054,2.0450320768837975,0.24212921987609054,13,0.012,657.1116485595703
13,2.056290557769814,0.2573018080667594,2.056290557769814,0.2573018080667594,14,0.012,708.4766438007355
14,2.0408164495169516,0.2470603110380579,2.0408164495169516,0.2470603110380579,15,0.012,759.9845736026764
15,2.0144929873822917,0.25742824630168165,2.0144929873822917,0.25742824630168165,16,0.012,811.5003824234009
16,1.993806253328468,0.26425591098748263,1.993806253328468,0.26425591098748263,17,0.012,862.9930109977722
17,1.9838520238194803,0.2595776962953597,1.9838520238194803,0.2595776962953597,18,0.012,914.4074990749359
18,1.9866632647285558,0.2789227462384625,1.9866632647285558,0.2789227462384625,19,0.012,965.8765635490417
19,1.974073887051958,0.27740548741939564,1.974073887051958,0.27740548741939564,20,0.012,1017.3287861347198
20,1.9412675983375973,0.29093437855607535,1.9412675983375973,0.29093437855607535,21,0.012,1068.7378959655762
21,1.922610839207967,0.30067012264508786,1.922610839207967,0.30067012264508786,22,0.012,1120.3530759811401
22,1.9081914772288968,0.31154381084840055,1.9081914772288968,0.31154381084840055,23,0.012,1172.1188836097717
23,1.8979870089978883,0.30775066380073335,1.8979870089978883,0.30775066380073335,24,0.012,1223.6662981510162
24,2.025115553756001,0.325957769629536,2.025115553756001,0.325957769629536,25,0.012,1275.0564234256744
25,1.8918264090412795,0.32317612846124666,1.8918264090412795,0.32317612846124666,26,0.012,1326.6146969795227
26,1.8790023591783311,0.3210266784675686,1.8790023591783311,0.3210266784675686,27,0.012,1376.9658679962158
27,1.8671692049864568,0.3251991402200025,1.8671692049864568,0.3251991402200025,28,0.012,1427.6712656021118
28,1.8563595963848962,0.32987735491212544,1.8563595963848962,0.32987735491212544,29,0.012,1478.7471635341644
29,1.8434036737740642,0.3326589960804147,1.8434036737740642,0.3326589960804147,30,0.012,1530.0661211013794
30,1.8340990397063168,0.3360728284233152,1.8340990397063168,0.3360728284233152,31,0.012,1581.540539741516
31,1.825891669350441,0.34087748135036033,1.825891669350441,0.34087748135036033,32,0.012,1632.9714035987854
32,1.8113140515004746,0.3498545960298394,1.8113140515004746,0.3498545960298394,33,0.012,1684.1669816970825
33,1.7989935260830503,0.3589581489442407,1.7989935260830503,0.3589581489442407,34,0.012,1735.7195069789886
34,1.787778212205328,0.3671766342141864,1.787778212205328,0.3671766342141864,35,0.012,1787.2025866508484
35,1.774633590560971,0.3741307371349096,1.774633590560971,0.3741307371349096,36,0.012,1838.4546270370483
36,1.7590643360157205,0.3833607282842332,1.7590643360157205,0.3833607282842332,37,0.012,1889.991605758667
37,1.7440236075056923,0.39360222531293465,1.7440236075056923,0.39360222531293465,38,0.012,1941.3540692329407
38,1.7275378110131832,0.40055632823365783,1.7275378110131832,0.40055632823365783,39,0.012,1992.6983845233917
39,1.7110568213944484,0.41016563408774814,1.7110568213944484,0.41016563408774814,40,0.012,2044.315982580185
40,1.6942234230161917,0.41737261347831583,1.6942234230161917,0.41737261347831583,41,0.012,2095.930350780487
41,1.6775360623995463,0.42331521051966114,1.6775360623995463,0.42331521051966114,42,0.012,2147.3713150024414
42,1.6613293266657627,0.42900493109116195,1.6613293266657627,0.42900493109116195,43,0.012,2198.851387500763
43,1.6456694832052847,0.4374762928309521,1.6456694832052847,0.4374762928309521,44,0.012,2250.261867284775
44,1.6311906148688962,0.4459476545707422,1.6311906148688962,0.4459476545707422,45,0.012,2301.728153705597
45,1.6182440764374204,0.45214312808193197,1.6182440764374204,0.45214312808193197,46,0.012,2353.3589749336243
46,1.6074976339484706,0.45454545454545453,1.6074976339484706,0.45454545454545453,47,0.012,2404.7048795223236
47,1.5993422887240998,0.45859147806296624,1.5993422887240998,0.45859147806296624,48,0.012,2456.104425430298
48,1.5939698465544767,0.45922366923757746,1.5939698465544767,0.45922366923757746,49,0.012,2507.6416165828705
49,1.591264130491199,0.4606144898217221,1.591264130491199,0.4606144898217221,50,0.012,2559.1576330661774
